Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Total_Revolving_Bal,Credit_Limit,Months_on_book,Total_Relationship_Count,Avg_Utilization_Ratio,Contacts_Count_12_mon,Months_Inactive_12_mon,Dependent_count,Cluster,Attrition_Flag
3502,57,1.036,0.8,1331,6243.0,35,5,0.213,1,2,3,2,Existing Customer
4814,89,0.854,1.01,1093,6730.0,36,3,0.162,3,2,1,5,Existing Customer
3339,71,0.543,0.566,2225,2490.0,29,4,0.894,2,1,3,2,Existing Customer
1907,47,0.621,0.539,1107,1746.0,36,2,0.634,3,3,2,3,Attrited Customer
3512,65,0.477,0.574,1424,4141.0,36,3,0.344,2,1,2,2,Existing Customer
4900,61,0.743,0.622,653,11684.0,46,6,0.056,4,1,2,5,Existing Customer
3887,71,0.651,0.736,494,2363.0,36,3,0.209,2,1,2,5,Existing Customer
1626,28,0.4,0.671,0,34516.0,43,2,0.0,4,3,4,4,Attrited Customer
4540,78,0.56,0.463,0,28829.0,40,6,0.0,2,3,3,4,Existing Customer
4415,77,0.878,0.913,746,1438.3,28,3,0.519,3,2,2,2,Existing Customer
3841,69,0.865,0.848,1970,2730.0,34,4,0.722,4,2,2,2,Existing Customer
4455,82,0.547,0.794,1175,1994.0,36,5,0.589,4,1,2,2,Existing Customer
3543,62,0.676,1.006,1626,9727.0,42,4,0.167,3,3,3,0,Existing Customer
3819,75,0.829,0.791,0,33771.0,36,4,0.0,3,2,4,4,Existing Customer
3592,79,0.795,0.802,1120,10452.0,33,6,0.107,0,2,0,5,Existing Customer
2611,43,0.483,1.058,0,2858.0,32,3,0.0,4,3,4,3,Attrited Customer
3188,71,0.651,0.604,1121,4707.0,36,4,0.238,4,2,3,3,Existing Customer
4726,78,0.814,0.763,0,3537.0,44,5,0.0,1,2,1,5,Existing Customer
1447,23,0.0,0.0,1771,8258.0,38,6,0.214,3,3,3,3,Attrited Customer
3992,57,0.727,0.682,1611,3072.0,35,6,0.524,1,3,4,2,Existing Customer
4900,89,0.745,0.67,889,8892.0,38,4,0.1,3,3,3,5,Existing Customer
2680,51,0.545,0.841,2517,3841.0,36,1,0.655,3,2,3,2,Attrited Customer
4715,81,0.841,0.688,0,1920.0,28,4,0.0,1,3,0,5,Existing Customer
4212,75,0.744,0.643,1885,7802.0,31,4,0.242,4,2,3,2,Existing Customer
4862,41,0.242,0.763,1192,1705.0,35,3,0.699,2,2,4,2,Existing Customer
2538,39,0.696,0.756,1605,1822.0,43,3,0.881,4,2,2,0,Attrited Customer
4431,82,0.673,0.637,2000,9294.0,32,6,0.215,4,3,3,2,Existing Customer
4806,91,0.896,0.882,1323,12248.0,27,5,0.108,1,3,2,5,Existing Customer
4003,74,0.721,0.802,803,10264.0,34,4,0.078,2,2,4,5,Existing Customer
3464,67,0.558,0.84,1843,15069.0,36,3,0.122,3,2,3,4,Existing Customer
2014,54,0.8,0.685,204,4650.0,37,3,0.044,3,2,4,5,Attrited Customer
4012,59,0.639,0.762,0,3685.0,48,3,0.0,2,2,2,5,Existing Customer
3912,67,0.763,0.865,2517,7231.0,33,4,0.348,1,2,2,2,Existing Customer
4309,77,0.711,0.921,1586,10007.0,32,4,0.158,1,1,4,2,Existing Customer
4279,67,0.718,0.809,1584,2641.0,39,5,0.6,3,1,4,2,Existing Customer
4642,92,0.878,0.924,1488,3095.0,20,4,0.481,1,2,1,2,Existing Customer
2013,35,0.458,0.504,0,3607.0,37,1,0.0,3,2,4,3,Attrited Customer
3896,67,0.718,0.867,1179,1954.0,23,3,0.603,0,1,2,2,Existing Customer
3814,67,1.03,0.833,0,21317.0,27,6,0.0,3,2,3,5,Existing Customer
1937,51,0.594,0.58,0,19402.0,37,3,0.0,3,3,3,3,Attrited Customer
4275,77,0.833,0.872,1485,8063.0,36,6,0.184,1,3,4,2,Existing Customer
4624,86,0.87,0.912,2409,3097.0,32,6,0.778,2,2,2,2,Existing Customer
2054,46,0.586,0.736,0,1438.3,44,3,0.0,2,3,3,3,Attrited Customer
4307,66,0.784,0.617,2424,3161.0,39,3,0.767,4,2,5,2,Existing Customer
1460,32,0.103,0.12,2432,2435.0,30,3,0.999,3,2,3,2,Attrited Customer
4319,76,0.551,1.016,1076,1845.0,40,5,0.583,2,2,0,0,Existing Customer
2644,43,0.483,0.733,749,1603.0,41,3,0.467,3,3,3,3,Attrited Customer
4719,91,0.655,0.858,1869,4710.0,30,4,0.397,2,1,5,2,Existing Customer
2108,40,0.481,0.497,2253,2751.0,41,2,0.819,2,3,2,0,Attrited Customer
4815,81,0.653,0.767,0,1438.3,28,6,0.0,3,4,1,5,Existing Customer
5495,69,0.816,0.506,1676,24287.0,45,5,0.069,4,1,2,4,Existing Customer
3857,70,0.75,0.78,1074,1694.0,18,6,0.634,1,1,5,2,Existing Customer
1441,39,0.393,0.493,0,1457.0,36,4,0.0,5,2,1,3,Attrited Customer
3444,52,0.926,1.018,0,25045.0,27,6,0.0,3,1,3,4,Existing Customer
3987,64,0.829,0.974,1710,10859.0,45,5,0.157,0,2,3,5,Existing Customer
3355,66,0.886,0.894,1519,16928.0,33,3,0.09,1,2,3,4,Existing Customer
4310,76,0.767,0.797,0,4297.0,30,6,0.0,4,3,2,5,Existing Customer
3221,66,0.61,0.558,1294,8302.0,30,4,0.156,3,2,3,3,Existing Customer
4457,86,0.955,0.7,2517,2734.0,39,5,0.921,3,3,2,2,Existing Customer
4231,60,0.714,0.803,1509,27374.0,31,4,0.055,3,2,3,4,Existing Customer
3921,63,0.853,0.949,1853,2960.0,38,6,0.626,1,3,2,2,Existing Customer
2999,75,0.786,0.662,0,9110.0,41,4,0.0,3,2,3,5,Existing Customer
4793,71,0.614,0.944,0,1539.0,35,4,0.0,1,3,4,5,Existing Customer
4496,71,1.29,1.227,1160,1947.0,36,4,0.596,4,2,2,2,Existing Customer
4883,85,0.735,0.672,1551,2667.0,36,6,0.582,2,1,3,2,Existing Customer
4037,71,0.821,1.057,2039,3062.0,45,5,0.666,4,1,3,0,Existing Customer
4342,62,0.771,0.78,1059,3114.0,36,6,0.34,0,5,3,2,Existing Customer
3094,56,1.0,0.844,2158,14948.0,48,5,0.144,3,2,1,0,Existing Customer
2510,38,0.407,1.006,0,1749.0,37,5,0.0,3,2,0,3,Attrited Customer
3965,57,1.111,0.793,1706,2534.0,36,4,0.673,1,2,3,2,Existing Customer
4647,65,0.806,0.697,2373,2503.0,36,5,0.948,2,2,3,2,Existing Customer
5245,89,0.712,0.885,0,1854.0,31,4,0.0,2,3,3,5,Existing Customer
5001,88,0.492,0.775,622,4092.0,35,3,0.152,3,1,2,5,Existing Customer
4942,76,0.652,0.857,607,13284.0,54,4,0.046,4,1,1,0,Existing Customer
3365,63,0.75,0.634,1469,4830.0,53,6,0.304,4,3,0,0,Existing Customer
1656,31,0.722,0.471,916,5911.0,25,3,0.155,3,2,2,3,Attrited Customer
3793,86,0.654,0.617,1328,11012.0,44,3,0.121,2,2,1,0,Existing Customer
4366,69,0.816,0.453,0,19188.0,24,5,0.0,2,3,4,5,Existing Customer
4473,72,0.6,0.629,940,18056.0,31,4,0.052,3,2,3,4,Existing Customer
4457,69,0.683,0.74,754,1438.3,37,6,0.524,2,5,2,0,Existing Customer
5155,77,0.925,0.639,984,3201.0,13,5,0.307,3,2,0,2,Existing Customer
5116,75,0.974,0.827,1004,1479.0,36,6,0.679,1,1,4,2,Existing Customer
4717,75,0.562,0.741,2216,3144.0,30,5,0.705,2,1,4,2,Existing Customer
3292,73,0.921,0.853,1480,1854.0,45,5,0.798,4,3,1,0,Existing Customer
2253,39,0.345,0.493,0,1960.0,43,3,0.0,3,3,5,3,Attrited Customer
3672,75,0.923,0.886,1793,9782.0,36,4,0.183,3,2,3,2,Existing Customer
3774,80,0.818,0.561,0,3144.0,39,3,0.0,2,3,4,5,Existing Customer
1900,36,0.5,0.641,0,4738.0,42,6,0.0,3,3,2,3,Attrited Customer
1987,46,0.586,0.602,154,34516.0,36,4,0.004,3,2,3,4,Attrited Customer
4432,92,0.736,0.792,856,1438.3,29,4,0.595,3,2,1,2,Existing Customer
1370,38,0.357,0.536,0,34516.0,37,4,0.0,2,1,2,4,Attrited Customer
4106,66,0.833,0.603,1114,2156.0,23,5,0.517,4,2,0,2,Existing Customer
3974,56,0.931,0.536,0,1938.0,44,3,0.0,2,4,0,5,Existing Customer
3560,67,0.861,0.925,0,1438.3,52,3,0.0,1,3,1,5,Existing Customer
2310,43,0.72,0.791,1692,3781.0,44,2,0.448,3,3,2,0,Attrited Customer
4539,75,0.705,0.666,1948,34516.0,37,6,0.056,0,2,3,4,Existing Customer
4109,72,0.8,0.56,1058,1438.3,44,6,0.736,3,2,1,0,Existing Customer
3081,50,0.667,1.012,0,3261.0,36,3,0.0,1,2,3,5,Attrited Customer
4359,79,0.927,0.781,1370,2211.0,23,6,0.62,1,3,3,2,Existing Customer
4131,80,0.702,0.688,792,1493.0,28,6,0.53,2,2,2,2,Existing Customer
4827,77,0.711,0.676,2048,20631.0,36,3,0.099,3,1,3,4,Existing Customer
4270,76,0.767,0.848,1647,2255.0,33,6,0.73,1,2,3,2,Existing Customer
4126,90,0.667,0.678,961,1507.0,42,5,0.638,3,1,3,2,Existing Customer
4836,83,0.566,0.648,0,11097.0,53,5,0.0,2,1,0,5,Existing Customer
4334,80,0.739,0.819,1704,8162.0,40,5,0.209,1,1,4,2,Existing Customer
4537,81,0.8,0.788,1568,18721.0,36,3,0.084,2,1,4,4,Existing Customer
2162,36,0.161,0.64,0,5210.0,51,4,0.0,3,2,0,3,Attrited Customer
3462,67,0.558,0.829,1513,1736.0,36,5,0.872,4,2,2,2,Existing Customer
3833,73,0.587,0.725,1427,1864.0,34,5,0.766,4,2,3,2,Existing Customer
4037,74,0.682,0.744,1041,6611.0,37,4,0.157,0,3,2,5,Existing Customer
4068,66,0.61,0.754,2087,7942.0,13,4,0.263,4,1,0,2,Existing Customer
1828,45,0.5,0.404,1159,13382.0,36,3,0.087,2,3,3,3,Attrited Customer
2616,42,0.826,0.908,0,18550.0,55,5,0.0,2,0,0,0,Attrited Customer
4512,80,0.509,0.747,1646,2650.0,36,4,0.621,4,3,3,2,Existing Customer
2095,43,0.536,0.857,0,1696.0,36,3,0.0,4,2,3,3,Attrited Customer
4316,72,0.6,0.788,1771,2628.0,33,3,0.674,1,1,3,2,Existing Customer
3967,69,0.568,0.711,563,1457.0,39,6,0.386,2,3,3,5,Existing Customer
4300,94,0.741,0.671,1259,34516.0,28,6,0.036,1,1,5,4,Existing Customer
4734,73,0.659,0.675,2038,3056.0,32,3,0.667,3,1,4,2,Existing Customer
4218,64,0.73,0.874,1049,2650.0,44,6,0.396,4,2,2,0,Existing Customer
5379,92,0.643,1.044,2251,3331.0,38,4,0.676,3,2,1,2,Existing Customer
4507,63,0.703,0.727,1820,3343.0,38,6,0.544,1,2,1,0,Existing Customer
2447,40,0.429,0.869,1760,4123.0,46,5,0.427,2,3,2,0,Attrited Customer
4757,81,0.688,0.639,1555,2677.0,36,3,0.581,0,1,1,2,Existing Customer
2477,42,0.615,0.646,2517,3023.0,45,4,0.833,3,3,0,0,Attrited Customer
4108,72,0.846,0.762,1324,2238.0,47,4,0.592,1,3,2,0,Existing Customer
2312,49,0.581,0.573,1397,3875.0,51,3,0.361,3,3,2,0,Attrited Customer
4012,60,0.429,0.311,1747,20803.0,26,6,0.084,3,2,2,4,Existing Customer
1759,34,0.214,0.576,0,2760.0,42,6,0.0,2,3,2,3,Attrited Customer
3906,81,0.8,0.93,1254,9086.0,36,6,0.138,4,2,3,5,Existing Customer
4360,66,1.357,0.812,0,21142.0,36,4,0.0,2,3,3,5,Existing Customer
4423,67,0.763,0.825,1769,3653.0,36,3,0.484,4,2,0,0,Existing Customer
3999,66,1.062,0.678,0,1713.0,36,6,0.0,4,2,3,5,Existing Customer
5220,74,0.423,0.51,1718,34516.0,46,3,0.05,4,1,2,4,Existing Customer
4354,79,0.927,0.667,1244,6548.0,33,4,0.19,1,1,4,5,Existing Customer
4598,71,0.651,0.581,1554,1953.0,27,6,0.796,0,1,2,2,Existing Customer
4887,69,0.725,0.732,1783,3051.0,38,4,0.584,3,1,3,2,Existing Customer
2048,40,0.333,0.488,966,25256.0,25,5,0.038,3,2,3,4,Attrited Customer
1884,43,0.303,0.4,1243,1630.0,36,3,0.763,1,3,3,2,Attrited Customer
3574,75,0.923,0.848,1045,34516.0,30,6,0.03,4,2,4,4,Existing Customer
3966,77,0.638,0.543,1491,10800.0,37,3,0.138,3,2,4,5,Existing Customer
2579,47,0.469,0.712,1536,1876.0,26,3,0.819,1,3,1,2,Attrited Customer
2335,40,0.429,0.637,0,4963.0,36,2,0.0,2,3,5,3,Attrited Customer
4014,69,0.568,0.497,1229,16739.0,37,3,0.073,4,1,1,3,Existing Customer
4118,70,0.591,0.568,1621,2463.0,45,3,0.658,2,6,0,0,Existing Customer
4699,73,0.622,0.51,1278,34516.0,38,3,0.037,1,3,3,4,Existing Customer
3739,55,0.618,0.957,1687,4743.0,37,4,0.356,2,1,2,2,Existing Customer
3412,71,0.821,0.482,1455,9382.0,33,4,0.155,4,3,3,3,Existing Customer
4110,71,1.152,0.788,1118,2059.0,30,3,0.543,3,2,3,2,Existing Customer
3525,78,0.733,0.726,1196,20410.0,52,6,0.059,3,2,2,4,Existing Customer
3961,69,0.605,0.671,918,6798.0,31,5,0.135,4,3,2,3,Existing Customer
3592,66,0.833,0.58,2128,6472.0,32,3,0.329,4,1,2,2,Existing Customer
4480,70,0.75,0.796,1985,2766.0,29,4,0.718,2,1,3,2,Existing Customer
4271,79,0.756,0.907,0,1438.3,46,5,0.0,4,3,2,5,Existing Customer
4498,64,0.829,1.103,1856,3283.0,35,3,0.565,4,3,2,2,Existing Customer
4519,78,0.733,0.802,1961,2470.0,37,5,0.794,3,1,3,2,Existing Customer
3924,82,0.783,0.605,1250,20695.0,37,3,0.06,3,1,4,4,Existing Customer
4389,79,0.58,0.493,1709,4228.0,36,5,0.404,4,2,5,2,Existing Customer
4293,73,0.622,0.665,1332,31743.0,28,5,0.042,1,3,3,4,Existing Customer
4284,69,1.3,0.785,2517,3212.0,29,6,0.784,4,3,4,2,Existing Customer
4477,82,0.745,0.91,1382,5884.0,42,3,0.235,2,2,3,5,Existing Customer
4768,80,0.86,0.669,0,1724.0,33,6,0.0,3,2,3,5,Existing Customer
2017,37,0.762,0.5,0,2468.0,36,2,0.0,3,3,1,3,Attrited Customer
1849,43,0.536,0.409,0,1438.3,36,3,0.0,3,3,3,3,Attrited Customer
4570,68,0.511,0.656,1541,3111.0,42,5,0.495,2,1,5,2,Existing Customer
4214,83,0.537,0.583,1532,2799.0,46,4,0.547,3,1,1,0,Existing Customer
4786,81,0.723,0.871,1163,1912.0,36,5,0.608,0,3,3,2,Existing Customer
3101,54,1.0,1.065,887,18927.0,41,4,0.047,1,3,3,4,Existing Customer
2473,44,0.571,0.711,395,2016.0,46,1,0.196,3,4,3,3,Attrited Customer
4850,80,0.633,0.799,1970,4830.0,43,4,0.408,0,2,2,2,Existing Customer
2123,37,0.542,0.65,0,1438.3,36,1,0.0,2,2,2,3,Attrited Customer
4442,64,0.73,0.554,1614,1986.0,36,4,0.813,1,3,3,2,Existing Customer
4006,68,0.478,0.756,1136,2877.0,41,6,0.395,1,1,2,0,Existing Customer
5085,78,0.773,0.787,1997,2312.0,45,3,0.864,2,2,1,0,Existing Customer
3601,66,0.65,0.748,2126,2644.0,39,3,0.804,2,3,3,2,Existing Customer
3785,63,0.75,0.631,1302,2062.0,35,5,0.631,0,3,1,2,Existing Customer
3808,81,0.884,0.66,1881,3510.0,35,5,0.536,2,2,1,2,Existing Customer
3281,63,0.8,0.721,916,15026.0,36,3,0.061,1,2,2,5,Existing Customer
1704,34,0.478,0.504,0,27186.0,37,1,0.0,2,3,3,3,Attrited Customer
4596,71,0.449,0.644,877,2174.0,36,6,0.403,2,3,5,2,Existing Customer
3934,74,0.644,0.952,895,29535.0,36,6,0.03,0,1,3,4,Existing Customer
4297,88,0.833,0.975,2090,2974.0,43,4,0.703,1,2,2,2,Existing Customer
2329,43,0.593,0.658,0,1438.3,36,5,0.0,2,2,2,3,Attrited Customer
4124,87,0.891,0.819,701,8148.0,39,3,0.086,0,3,3,5,Existing Customer
4727,83,0.804,0.7,1983,2646.0,31,6,0.749,4,6,4,2,Existing Customer
2567,43,0.593,0.87,0,2054.0,24,2,0.0,2,3,3,3,Attrited Customer
1868,40,0.212,0.324,1477,34516.0,36,6,0.043,4,2,2,4,Attrited Customer
5202,88,0.692,0.836,1486,1879.0,23,6,0.791,4,3,1,2,Existing Customer
4472,86,0.792,0.632,1696,15913.0,34,3,0.107,3,2,4,4,Existing Customer
2473,56,0.6,0.666,0,8685.0,36,5,0.0,4,3,2,3,Existing Customer
3863,69,0.725,0.735,1740,2676.0,52,4,0.65,2,3,2,0,Existing Customer
4722,89,0.745,0.657,0,1438.3,36,6,0.0,4,2,1,5,Existing Customer
4496,77,0.925,0.983,0,1711.0,28,3,0.0,3,1,2,5,Existing Customer
4313,84,0.787,0.644,1969,2572.0,48,3,0.766,4,2,0,0,Existing Customer
2342,40,0.6,0.831,0,4535.0,43,6,0.0,6,2,4,3,Attrited Customer
4682,89,0.679,0.57,1117,5950.0,36,5,0.188,1,6,2,5,Existing Customer
2866,59,0.735,1.144,975,2088.0,33,3,0.467,4,3,1,0,Attrited Customer
4116,64,0.684,0.648,2080,10466.0,32,4,0.199,2,3,3,2,Existing Customer
2045,53,1.65,0.69,1561,4761.0,23,5,0.328,1,2,2,2,Existing Customer
4451,65,0.711,0.783,755,1488.0,45,4,0.507,4,1,4,2,Existing Customer
4413,69,0.725,0.865,1754,19114.0,27,3,0.092,2,1,2,4,Existing Customer
4189,86,0.911,0.683,1272,7536.0,24,3,0.169,4,5,1,5,Existing Customer
4439,74,0.682,0.893,1672,2441.0,37,6,0.685,3,3,1,0,Existing Customer
3821,83,0.66,0.708,1205,13189.0,42,6,0.091,3,3,3,5,Existing Customer
2687,41,0.414,0.677,0,1914.0,35,3,0.0,2,3,3,3,Attrited Customer
4483,77,0.54,0.775,1850,2468.0,31,6,0.75,1,2,2,2,Existing Customer
2673,43,0.87,1.156,1258,2564.0,44,4,0.491,2,3,1,0,Existing Customer
2492,43,0.593,0.706,951,1679.0,24,6,0.566,3,2,4,2,Attrited Customer
5102,63,0.615,0.63,1110,3410.0,37,4,0.326,1,1,3,2,Existing Customer
4554,75,0.744,0.879,0,2728.0,38,6,0.0,1,5,3,5,Existing Customer
4969,84,0.909,0.925,1513,7119.0,43,5,0.213,3,3,3,5,Existing Customer
4297,64,0.778,1.038,869,3532.0,36,5,0.246,3,1,0,0,Existing Customer
4328,68,0.581,1.001,1717,7459.0,50,6,0.23,3,3,1,0,Existing Customer
3951,79,0.881,0.775,1582,2294.0,56,4,0.69,3,2,0,0,Existing Customer
3950,82,0.864,0.778,0,1663.0,18,5,0.0,2,3,3,5,Existing Customer
3192,61,0.848,0.618,1654,5129.0,42,4,0.322,4,3,3,0,Existing Customer
2141,35,0.346,0.863,0,1722.0,37,3,0.0,3,2,4,3,Attrited Customer
4481,77,0.925,0.675,1270,2586.0,40,5,0.491,4,3,4,2,Existing Customer
3927,60,0.935,0.527,996,8708.0,46,5,0.114,2,3,2,5,Existing Customer
3270,63,0.8,0.721,0,8869.0,50,5,0.0,2,2,3,5,Existing Customer
4224,77,0.791,1.019,1336,2641.0,34,6,0.506,3,2,3,2,Existing Customer
4192,73,0.738,0.864,1048,34516.0,36,3,0.03,2,3,4,4,Existing Customer
4254,73,0.587,0.642,1473,34516.0,48,6,0.043,1,6,2,4,Existing Customer
4579,87,0.74,0.657,1175,1965.0,36,3,0.598,4,1,3,2,Existing Customer
4759,98,0.719,0.854,0,1513.0,36,4,0.0,2,3,0,5,Existing Customer
1841,39,0.5,0.509,0,10543.0,36,5,0.0,3,2,4,3,Attrited Customer
2750,57,0.9,0.964,1459,17764.0,42,6,0.082,1,2,1,4,Existing Customer
4512,77,0.833,1.196,0,1438.3,43,4,0.0,3,1,2,5,Existing Customer
3592,79,0.756,0.582,1946,6371.0,36,3,0.305,1,2,2,2,Existing Customer
4282,52,0.926,0.75,1622,19188.0,36,5,0.085,1,1,4,4,Existing Customer
4522,75,0.471,0.795,2257,3076.0,47,6,0.734,3,3,0,0,Existing Customer
4344,68,1.194,1.043,1501,2822.0,42,3,0.532,2,3,4,2,Existing Customer
2232,41,0.464,0.547,0,4139.0,37,3,0.0,1,3,4,3,Attrited Customer
3910,68,0.659,0.726,904,34516.0,26,3,0.026,2,2,3,4,Existing Customer
3462,49,1.042,0.807,2084,4121.0,23,5,0.506,2,2,3,2,Existing Customer
3338,65,0.711,0.813,1079,10074.0,36,6,0.107,2,1,2,5,Existing Customer
4852,85,0.771,0.967,598,2621.0,36,6,0.228,4,2,5,5,Existing Customer
3115,69,0.816,0.454,0,3394.0,29,3,0.0,2,2,1,5,Existing Customer
3991,76,0.617,0.603,1414,17628.0,45,3,0.08,2,1,1,4,Existing Customer
3331,74,0.682,0.772,2465,4480.0,48,4,0.55,3,3,2,0,Existing Customer
4084,70,0.628,0.673,2284,3370.0,39,5,0.678,2,3,3,2,Existing Customer
2413,53,0.606,0.598,0,12871.0,33,2,0.0,2,3,2,3,Attrited Customer
4613,86,0.593,0.757,2023,3112.0,34,3,0.65,2,2,1,2,Existing Customer
2379,46,0.769,0.811,790,1551.0,49,1,0.509,5,3,3,3,Attrited Customer
3309,67,1.03,0.903,930,1682.0,37,5,0.553,3,2,3,2,Existing Customer
4119,73,1.028,0.883,2017,2758.0,36,5,0.731,3,3,1,0,Existing Customer
4697,83,0.844,0.88,866,1909.0,39,5,0.454,2,2,1,0,Existing Customer
4674,72,0.714,0.542,1647,11332.0,44,5,0.145,2,1,2,0,Existing Customer
4076,60,0.579,0.709,2496,7567.0,31,5,0.33,2,1,5,2,Existing Customer
1934,30,0.579,0.598,1737,6743.0,36,3,0.258,2,2,4,3,Attrited Customer
2538,42,0.4,0.995,1717,32838.0,36,3,0.052,3,3,4,4,Attrited Customer
1693,37,0.423,0.373,0,1438.3,30,2,0.0,3,3,3,3,Attrited Customer
3623,63,0.853,0.728,1508,2510.0,38,5,0.601,2,1,4,2,Existing Customer
4483,87,0.776,0.699,2517,3199.0,43,6,0.787,1,2,3,2,Existing Customer
4237,76,0.9,0.873,900,1918.0,26,4,0.469,3,2,1,2,Existing Customer
1682,43,0.303,0.403,728,18660.0,39,2,0.039,1,3,2,3,Attrited Customer
2302,42,0.5,0.648,0,7591.0,33,3,0.0,3,2,3,3,Attrited Customer
3694,67,0.718,0.681,1348,14315.0,37,6,0.094,1,3,2,4,Existing Customer
4168,64,0.6,0.827,1184,18038.0,36,3,0.066,1,3,1,4,Existing Customer
4544,72,0.565,0.846,0,1853.0,34,3,0.0,3,2,4,5,Existing Customer
4192,62,0.55,0.684,2002,4951.0,43,3,0.404,1,1,5,2,Existing Customer
4492,71,0.821,0.584,2213,34516.0,27,4,0.064,3,2,3,4,Existing Customer
2377,47,0.516,0.879,331,1757.0,32,4,0.188,3,2,0,3,Attrited Customer
3578,75,0.531,0.635,612,24033.0,38,5,0.025,4,3,5,4,Existing Customer
4345,68,0.511,0.567,2331,3276.0,29,5,0.712,2,3,2,2,Existing Customer
4561,82,0.907,0.671,0,3614.0,40,4,0.0,2,1,1,5,Existing Customer
3392,70,0.591,0.648,1654,1943.0,36,6,0.851,3,1,4,2,Existing Customer
1633,32,0.778,0.563,2517,3795.0,25,2,0.663,4,2,2,2,Attrited Customer
3956,71,0.732,0.695,2189,4075.0,30,3,0.537,1,3,3,2,Existing Customer
2403,42,0.615,0.814,482,3001.0,41,6,0.161,4,2,1,3,Attrited Customer
2311,58,0.487,0.569,834,5726.0,37,6,0.146,3,3,4,3,Existing Customer
4292,66,0.833,0.771,1634,2077.0,44,3,0.787,3,2,3,2,Existing Customer
4250,85,0.889,0.769,721,2157.0,30,6,0.334,4,2,2,5,Existing Customer
4574,84,0.714,0.743,1349,2037.0,20,6,0.662,2,2,3,2,Existing Customer
4478,87,0.673,0.823,1102,14914.0,23,5,0.074,1,1,2,5,Existing Customer
4384,70,0.522,0.746,620,1580.0,39,5,0.392,2,3,2,5,Existing Customer
4678,80,0.509,0.686,1719,15483.0,38,5,0.111,4,3,3,4,Existing Customer
2888,39,0.444,1.041,0,1916.0,36,1,0.0,2,2,2,3,Attrited Customer
2216,34,0.308,0.501,1554,3610.0,36,6,0.43,3,3,3,3,Attrited Customer
4385,80,0.951,0.686,0,1667.0,36,3,0.0,2,2,3,5,Existing Customer
4242,70,0.458,0.826,0,1438.3,47,4,0.0,1,3,1,5,Existing Customer
2522,42,0.312,0.708,860,1942.0,42,3,0.443,2,3,1,3,Attrited Customer
3946,48,1.286,0.712,0,2231.0,44,4,0.0,0,3,4,5,Existing Customer
4490,68,0.789,0.399,1863,6465.0,36,4,0.288,2,2,4,2,Existing Customer
3015,64,0.73,0.537,938,8599.0,19,4,0.109,3,3,2,3,Existing Customer
3427,64,0.829,0.512,0,1438.3,22,6,0.0,3,3,4,5,Existing Customer
3325,76,0.652,0.7,697,4402.0,37,4,0.158,4,3,1,3,Existing Customer
4509,80,0.667,0.468,2499,5444.0,36,3,0.459,2,3,0,0,Existing Customer
4697,82,0.907,0.909,0,1438.3,36,6,0.0,1,2,2,5,Existing Customer
1632,36,0.44,0.43,0,1438.3,40,1,0.0,4,1,1,3,Attrited Customer
4756,73,0.553,0.997,1558,2679.0,36,4,0.582,0,2,5,2,Existing Customer
3959,71,0.732,0.569,1731,2766.0,19,6,0.626,1,3,0,2,Existing Customer
4059,80,0.86,1.01,1140,25293.0,22,5,0.045,1,3,3,4,Existing Customer
4077,70,1.059,0.597,1796,2707.0,37,3,0.663,4,3,2,2,Existing Customer
2335,41,0.708,0.739,1103,1748.0,33,1,0.631,2,3,4,2,Attrited Customer
3718,72,0.756,0.656,1867,4034.0,26,3,0.463,4,2,3,2,Existing Customer
4919,75,0.744,0.742,1752,26129.0,47,5,0.067,1,2,0,4,Existing Customer
2038,39,0.625,0.312,0,14902.0,41,5,0.0,3,2,2,3,Attrited Customer
3831,68,0.511,0.553,2137,12228.0,31,5,0.175,2,2,2,2,Existing Customer
4434,67,0.811,0.936,0,1724.0,42,4,0.0,3,3,2,5,Existing Customer
2476,32,0.778,0.502,0,1438.3,39,3,0.0,3,3,3,3,Attrited Customer
4657,78,0.696,0.799,1147,16665.0,25,5,0.069,1,0,1,5,Existing Customer
1246,27,0.0,0.0,0,20974.0,48,5,0.0,4,3,3,3,Attrited Customer
4648,80,0.778,1.034,1089,3139.0,26,6,0.347,3,0,5,2,Existing Customer
4350,83,0.766,0.59,0,19865.0,36,5,0.0,2,1,2,5,Existing Customer
5668,82,0.64,0.81,1288,2069.0,36,5,0.623,3,2,5,2,Existing Customer
2576,42,0.75,0.82,1791,2231.0,25,2,0.803,4,2,1,2,Attrited Customer
3638,67,0.634,0.649,0,33371.0,51,3,0.0,4,1,0,4,Existing Customer
3593,64,1.0,0.759,0,2544.0,36,4,0.0,2,1,3,5,Existing Customer
4004,86,0.755,0.791,0,34516.0,28,5,0.0,4,1,4,4,Existing Customer
4504,81,0.929,0.782,653,5370.0,36,6,0.122,1,3,2,5,Existing Customer
3283,50,1.273,0.917,1389,22437.0,42,3,0.062,1,1,0,4,Existing Customer
2562,36,0.44,0.842,0,3573.0,43,3,0.0,2,2,3,3,Attrited Customer
3737,71,0.614,0.454,0,1959.0,41,4,0.0,1,3,2,5,Existing Customer
4338,77,0.925,0.672,0,1661.0,48,3,0.0,4,3,0,5,Existing Customer
